"objectid","stationcode","pgroup1","pgroup2","pgroup3","pgroup4","pgroup5","pgroup6","pgroup7","pgroup8","pgroup9","pgroup10","pgroup11","lastupdatedate","processed_by","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_email","login_agency","login_owner","login_year","login_project"
4096,"634TRT005",0.1077,0.2976,0,0.0056,0.0253,0.0994,0.3547,0.0078,0.1012,6e-04,1e-04,"","human","SMC","2018-09-05 00:00:00","false","{C292D1AA-0B94-4E1F-9CF4-0746CADBDC43}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4097,"206PET350",0.0023,0.0636,0.0455,0.3345,0.0093,0.003,0.0014,0.083,0.0462,0.3544,0.0568,"","human","SMC","2018-09-05 00:00:00","false","{1E406405-3D34-49AD-9D2A-89214DA7C600}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4098,"105PS0107",0.0165,0.0652,0.0291,0.3526,0.1513,0.0048,0.0154,0.1338,0.0292,0.1779,0.0242,"","machine","SWAMP","","false","{A9127DB5-26B6-4557-9EB0-0D033FA8830A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4100,"519ARH193",2e-04,0.02,0.0169,0.3223,0.0042,6e-04,0.0016,0.1007,0.0155,0.5021,0.0159,"","human","SMC","2018-09-05 00:00:00","false","{0DBC26C1-7D09-4304-9C9F-1A5820A67103}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4101,"403S07024",0,4e-04,0,0.0335,0.0083,0,0,0.3684,0.0796,0.5034,0.0064,"","human","SMC","2018-09-05 00:00:00","true","{18910481-62C4-4819-8E01-34D8DC60BD2D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4103,"309CAW178",0.001,7e-04,0.0382,0.1115,2e-04,2e-04,3e-04,0.6719,0.0174,0.1055,0.0531,"","machine","SWAMP","","false","{283E4A8A-544B-46F8-900C-41B9F3699E73}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4105,"309CAW130",8e-04,0.0033,0.0018,0.2018,0.0026,0.001,0,0.0526,0.0048,0.7261,0.0052,"","human","SMC","2018-09-05 00:00:00","false","{71F19BC8-D42A-4600-B505-3BD065EDAB6B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4106,"518LCC105",0.0067,0.1007,0.0048,0.3848,0.0936,0.0576,0.0194,0.029,0.0424,0.2583,0.0027,"","human","SMC","2018-09-05 00:00:00","false","{B923D0A9-B1BD-4B51-B6A9-4EBE36B68481}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4107,"517PS0078",0.5113,0.0345,0.2411,0.0729,0.0563,0.0078,0.0013,0.0695,0.0031,0.0021,1e-04,"","human","SMC","2018-09-05 00:00:00","false","{3EFDF826-A661-458C-98A8-10C464B907FE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4108,"634PS0131",0.0255,0.3248,3e-04,0.0014,0.0156,0.019,0.4368,0.0931,0.0816,0,0.0019,"","machine","SWAMP","","false","{399F9172-D6A4-4DD7-89FC-21477D450C58}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4109,"801WCC446",0,0.0051,0,0.0101,0,0.007,0,0.3212,0.0694,0.3366,0.2506,"","human","SMC","2018-09-05 00:00:00","true","{46F68D32-55ED-4BBC-959C-17A1EF292823}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4110,"202PES180",0.0979,0.0353,0.2875,0.4002,0.0208,0.0075,0.0025,0.0508,0.0327,0.0554,0.0094,"","machine","SWAMP","","false","{9954D520-A930-49D5-B9AF-9781E6E207E5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4111,"630SED043",0.0099,0.3372,1e-04,0.1173,0.0086,0.0247,0.1777,6e-04,0.3045,0.0191,3e-04,"","human","SMC","2018-09-05 00:00:00","false","{4B9144C3-8D96-48D4-93DD-186367C9EF4C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4112,"315ARH101",0,0.0143,0.0037,0.0204,1e-04,5e-04,0,0.0849,0.0137,0.841,0.0214,"","human","SMC","2018-09-05 00:00:00","false","{D2F1E558-BAE9-4737-8FAF-7572984875BC}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4113,"909WE0662",0.0018,0.0146,1e-04,0.0096,0.0081,0.0035,0,0.6447,0.2042,0.0909,0.0225,"","human","SMC","2018-09-05 00:00:00","true","{663A4414-A823-4B8A-85A7-657F900D81EA}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4114,"519PS0134",0.0076,0.0492,0.053,0.2536,0.0011,0.0049,0.002,0.1279,0.0442,0.4086,0.0479,"","machine","SWAMP","","false","{84486046-6714-4DE0-B22D-B05289C0058C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4117,"412M08610",0.0033,0.0124,0.0297,0.0891,2e-04,0.0018,0,0.0861,0.054,0.4356,0.2878,"2018-01-11 14:30:43.67","human","SMC","2018-09-05 00:00:00","true","{65ABF397-7C9D-4C35-95A2-968C1C814961}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4118,"403WE0683",4e-04,0.002,0.0098,0.0835,2e-04,1e-04,0,0.1316,0.0203,0.7017,0.0504,"","human","SMC","2018-09-05 00:00:00","true","{8FE780B0-F1D6-4F1B-B93B-9655F43E048C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4119,"SMC09325",0,3e-04,0,0.0137,2e-04,2e-04,0,0.6136,0.0232,0.2652,0.0836,"","human","SMC","2018-09-05 00:00:00","false","{165C9661-98F6-4235-917F-8E1A4379D6FC}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4121,"412WE0563",0.0067,0.1357,8e-04,0.1136,0.0043,0.0055,0,0.6273,0.0379,0.0448,0.0234,"","human","SMC","2018-09-05 00:00:00","true","{08B0C4F7-267B-43B2-940F-B5D539E2D568}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4123,"536SED006",0.8804,0.0118,0.0306,0.0396,0.0145,0.0165,2e-04,0.0014,0.0038,9e-04,3e-04,"","machine","SWAMP","","false","{4930E29E-0471-44AD-B661-3E12F2E06934}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4124,"305CAW057",0.0032,0.1016,0.0258,0.2541,0.0929,0.0015,0.0148,0.2176,0.0752,0.1072,0.1061,"","machine","SWAMP","","false","{A2C5BBF7-09A4-46DD-BA46-511CDBCB64B9}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4125,"526PS0072",5e-04,0.1178,9e-04,0.6812,0.0207,0.0385,0.0126,0.0069,0.0017,0.1186,6e-04,"","machine","SWAMP","","false","{B982DAE6-18A1-4AFC-85E7-34B289C26E93}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4127,"628PS0527",0.1268,0.2327,0.0015,0.0378,0.0324,0.0161,0.0055,0.1992,0.0455,0.2354,0.0671,"","machine","SWAMP","","false","{1D5CDADC-B163-4FE9-A5D7-15D48025DE08}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4128,"111WE1106",0.1145,0.0362,0.7039,0.0444,0.0016,0.0819,0.0022,0.0103,0.0048,0,2e-04,"","human","SMC","2018-09-05 00:00:00","false","{4A9393B7-99D9-4404-9541-0FB659C64B1B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4129,"603PS0024",0.0128,0.1246,6e-04,0.2645,0.0367,0.0484,0.0663,0.0106,0.4159,0.0163,0.0033,"","human","SMC","2018-09-05 00:00:00","false","{5CE8C2CA-9FB3-4FAB-95CD-907671499206}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4130,"403S11084",0,2e-04,0,0.0676,0.0053,0,0,0.2966,0.0377,0.5436,0.049,"","human","SMC","2018-09-05 00:00:00","true","{CD56E4F4-76D6-4574-A174-C931D3E3178A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4131,"601RSH001",0.0047,0.2257,0.0025,0.3522,0.019,0.0247,0.0182,0.0067,0.3027,0.0429,7e-04,"","human","SMC","2018-09-05 00:00:00","false","{BBA0D237-3ECF-4D4D-A7CD-C6B206B2EC5C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4132,"802NJR147",0.003,0.0772,1e-04,0.0063,0.0025,0.1031,0.0015,0.1094,0.0477,0.5976,0.0516,"","human","SMC","2018-09-05 00:00:00","true","{58294ED2-8C1B-43B2-9A68-40DBBCCA4E70}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4133,"202DRY010",0.38,0.0598,0.0379,0.1364,0.0314,0.1245,0.0201,0.0847,0.0881,0.0217,0.0154,"","human","SMC","2018-09-05 00:00:00","false","{52005737-77A7-4B7A-B727-9F7F02FCC6D3}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4134,"634TRT001",0.012,0.0426,0,0.0037,0.0025,0.1064,0.7773,0.0082,0.047,0,3e-04,"","human","SMC","2018-09-05 00:00:00","false","{4C4FBF52-0B10-47FE-836E-61907DD91F05}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4135,"518CE0543",0.0227,0.1825,0.0091,0.2467,0.1678,0.0574,0.0381,0.0488,0.0336,0.1919,0.0014,"","human","SMC","2018-09-05 00:00:00","false","{0199948C-CA4F-4ECB-B1A5-CE4FCA81C743}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4136,"536HLCBFM",0.4351,0.2086,0.0084,0.0968,0.0506,0.1616,0.0055,0.0117,0.0127,0.0032,0.0058,"","human","SMC","2018-09-05 00:00:00","false","{25B3D3E3-87DB-473C-8D07-C7EA587C2518}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4138,"204CE0116",0.0016,0.0077,0.0113,0.2272,0.0205,0.0016,0.0088,0.6501,0.0075,0.0594,0.0043,"","machine","SWAMP","","false","{447F889B-D9FD-4937-A1FF-2BA007216E78}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4139,"310SSU",0.0067,0.1169,0.0436,0.2329,0.0314,0.0034,6e-04,0.0425,0.1075,0.2514,0.1631,"","human","SMC","2018-09-05 00:00:00","false","{14B029E9-C0F0-448D-ABCB-63FB57875625}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4140,"907SDRS2x",2e-04,0.0113,0.0024,0.0432,0.0105,4e-04,0,0.4201,0.0464,0.4309,0.0346,"2016-09-12 14:13:34.203","human","SMC","2018-09-05 00:00:00","true","{9FC18E11-C4DC-4993-B0CB-D2143C338199}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4141,"904CBSAM5",2e-04,0.015,0.0032,0.0252,0.0017,0.001,0,0.3996,0.0512,0.4528,0.0501,"","human","SMC","2018-09-05 00:00:00","true","{6DAD1853-420B-4A56-9871-132451449329}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4142,"304WE1096",0.1062,0.1263,0.328,0.1496,0.0278,0.0063,0.0034,0.0265,0.1989,0.0131,0.0139,"","human","SMC","2018-09-05 00:00:00","false","{CDD14D20-8E2D-4448-861D-9B58A399DA2C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4143,"313WE0899",0.0031,0.0938,0.0061,0.1369,0.0066,0.0035,2e-04,0.177,0.1303,0.3268,0.1157,"","human","SMC","2018-09-05 00:00:00","false","{11A1F75B-BB04-4176-80B5-536B1B5A04B2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4144,"520SLCH20",8e-04,0.0234,0.0139,0.3243,0.0034,6e-04,0.0011,0.104,0.0163,0.4936,0.0186,"","human","SMC","2018-09-05 00:00:00","false","{EB3F88AE-6FB2-456A-A9C5-3F8184E8B7C8}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4145,"519CE0651",0.0079,0.0408,0.078,0.3024,0.0023,0.0048,0.0025,0.1185,0.0328,0.3771,0.0329,"","machine","SWAMP","","false","{AF15C91C-82EF-4B25-97AC-C5EB5839F419}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4148,"801RB8494",0,0.0012,0,0.0438,0.0056,0.0026,0,0.2567,0.0072,0.6673,0.0156,"","human","SMC","2018-09-05 00:00:00","true","{958F1456-CA3F-4F8B-9628-6F295571084C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4149,"801TMW162",0,4e-04,0,0.0151,0,4e-04,0,0.3726,0.0167,0.5491,0.0457,"2017-04-04 15:53:38.2","human","SMC","2018-09-05 00:00:00","true","{A99EDC0E-AAD7-41E6-BB8C-FC02DDA9618A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4150,"603BMISW3",0.0055,0.1127,0.0261,0.2002,0.0608,0.0209,0.0125,0.2269,0.0301,0.2385,0.0658,"","human","SMC","2018-09-05 00:00:00","false","{74C671F3-4280-4CE2-89B5-79A558BD3A03}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4151,"201LAG320",0.0307,0.3113,0.0845,0.1226,0.1371,0.044,5e-04,0.0312,0.082,0.1511,0.005,"","machine","SWAMP","","false","{2C8FD3FD-8B36-4E9F-8A27-6F8457FFEB76}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4155,"634SAX004",0.0083,0.0276,3e-04,1e-04,0.0053,0.8238,0.0739,0.011,0.0446,2e-04,0.0049,"","human","SMC","2018-09-05 00:00:00","false","{C5F6608E-17E9-4777-8870-4FCA678B5E10}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4156,"105CE0765",0.0237,0.1032,0.0313,0.246,0.1716,0.0156,0.0749,0.146,0.0432,0.1334,0.0111,"","machine","SWAMP","","false","{16F74CBB-E2E3-4B94-80EE-538AB2362130}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4157,"519CE0011",2e-04,0.0214,0.0169,0.3214,0.0039,6e-04,0.0016,0.1003,0.0154,0.5007,0.0176,"","machine","SWAMP","","false","{6A9D55C0-68E8-488F-92F1-B3538DFE1E99}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4158,"637CE0655",0.1054,0.1804,0.007,0.1204,0.0539,0.1852,0.0092,0.2229,0.0526,0.0527,0.0103,"","human","SMC","2018-09-05 00:00:00","false","{0896FCEC-0B8C-4D79-98DD-6996CE4E5483}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4159,"304BRA",0.063,0.2339,0.1521,0.1985,0.0491,0.0184,0.0114,0.0212,0.124,0.0606,0.0678,"","human","SMC","2018-09-05 00:00:00","false","{72D7965D-415C-4F03-B164-4BD943734677}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4160,"518YLCAFR",0.0049,0.0964,0.6376,0.1904,0.063,1e-04,0.0038,0.0013,0,0.0024,1e-04,"","human","SMC","2018-09-05 00:00:00","false","{7D1D2529-C98D-4CA2-8054-4FD96942DF9E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4161,"105PS0090",0.0417,0.1431,0.0169,0.0435,0.7221,0.0192,0.0058,0.005,9e-04,0.0016,2e-04,"","machine","SWAMP","","false","{E80D79E2-915E-43AC-BF59-D03B48B86FB1}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4163,"201LAG220",0.017,0.2165,0.0778,0.1318,0.1966,0.0252,0.0015,0.0242,0.0738,0.231,0.0046,"","human","SMC","2018-09-05 00:00:00","false","{19A83021-93AF-44F3-8ABA-6859A7C889C6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4164,"314WE0898",0,0.0082,4e-04,0.0153,0,1e-04,0,0.1037,0.0223,0.841,0.009,"","human","SMC","2018-09-05 00:00:00","false","{21825800-0076-450E-A421-288B68DC2DBE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4165,"201WLK170",0.0862,0.0166,0.2027,0.1364,0.0443,0.0027,1e-04,0.144,0.3601,0.0064,5e-04,"","human","SMC","2018-09-05 00:00:00","false","{D460E6EB-611D-4D62-BE66-AA9404127539}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4166,"403WE0905",5e-04,0.0015,0.0027,0.0165,0.0113,4e-04,0.001,0.6333,0.0095,0.3122,0.0111,"","human","SMC","2018-09-05 00:00:00","true","{C61AD2F9-DD09-44C7-8FC9-F1A55377F98C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4167,"403BA0140",0,7e-04,0.0026,0.0042,0,0.0016,0,0.2862,0.0971,0.4787,0.1289,"","human","SMC","2018-09-05 00:00:00","true","{95235D3C-DEF5-4871-9288-0ACB8B4F5E5E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4168,"541OC0010",3e-04,0.0213,0.013,0.3088,0.011,0.0022,1e-04,0.1388,0.0192,0.4638,0.0215,"","human","SMC","2018-09-05 00:00:00","false","{0A62191F-B12B-45C0-859B-287EE0B8A687}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4169,"507PS0314",0.0023,0.0027,0.0278,0.3697,0.0352,0,0.0087,0.0141,2e-04,0.539,3e-04,"","machine","SWAMP","","false","{3C22D261-A12A-4BD3-93B8-B50206487EF7}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4170,"526WE0506",0.0097,0.0887,0.003,0.3654,0.0757,0.0281,0.0065,0.0771,0.0238,0.3218,2e-04,"","human","SMC","2018-09-05 00:00:00","false","{130B8205-BFB4-4C95-A3A4-BA556BE9C9CC}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4171,"403S07227",3e-04,3e-04,0.002,0.0367,0.015,6e-04,0.0036,0.2178,0.008,0.7037,0.012,"","machine","SWAMP","","true","{C6821642-67AF-4885-A40C-C457BF95EB29}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4172,"518FCA075",0.6885,0.0252,0.0194,0.0152,0.0017,0.2261,8e-04,0.0214,0.0016,0,1e-04,"","machine","SWAMP","","false","{547181D0-EDCE-4D7F-B271-791C9CE71BBF}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4173,"SMC01174",0,1e-04,1e-04,1e-04,0,2e-04,0,0.46,0.109,0.3291,0.1014,"","human","SMC","2018-09-05 00:00:00","false","{EC9BBB81-EB68-4E14-830D-42AC73981295}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4176,"905S02561",1e-04,0.0039,0,7e-04,8e-04,0.0011,0,0.2865,0.632,0.0512,0.0237,"","human","SMC","2018-09-05 00:00:00","true","{AB79399E-5293-4F5F-9A67-33DB5ADF44E8}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4179,"111PAL105",0.0982,0.0197,0.7734,0.0181,0.0045,0.0152,0.0024,0.0461,0.018,0.0042,2e-04,"","machine","SWAMP","","false","{010C4742-AC17-40D7-BA1C-E41BDE2B4A90}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4180,"410CE0284",2e-04,0.0928,0.0066,0.0691,8e-04,0.0205,0,0.2351,0.1112,0.2949,0.1688,"","human","SMC","2018-09-05 00:00:00","true","{E32E2DDB-5D2F-4F9E-933E-2D22022C0E4F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4182,"517FC1248",0.2517,0.2427,0.0521,0.0185,0.0109,0.2337,0.1414,0.0449,9e-04,2e-04,0.003,"","human","SMC","2018-09-05 00:00:00","false","{99B38DDE-7F9E-408A-A7A6-FE9BD143BC22}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4183,"111WE0606",0.0776,0.1838,0.2355,0.3588,0.0806,0.0051,8e-04,0.0094,0,0.0471,0.0013,"","machine","SWAMP","","false","{71C1CBF0-BA43-4AA7-945D-F6047CAB97EE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4184,"519CR0912",1e-04,0.0224,0.014,0.293,0.02,2e-04,5e-04,0.1099,0.0136,0.5033,0.023,"","machine","SWAMP","","false","{B010D86E-A205-4D25-B4EC-8AE5D787E90A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4186,"603PS0075",0.0418,0.2269,0.022,0.0593,0.029,0.3089,0.0468,0.0235,0.1044,0.0282,0.1092,"","human","SMC","2018-09-05 00:00:00","false","{13145437-8685-4164-AB65-A27D8D159C87}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4187,"518SED081",0.0375,0.3766,0.0033,0.0641,0.2182,0.0884,0.0707,0.068,0.0027,0.0103,0.0602,"","human","SMC","2018-09-05 00:00:00","false","{E2A90AB3-233E-4BFF-919D-1673B16B2870}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4188,"514ICEUPx",0.0911,0.1378,0.0054,0.0175,0.6562,0.0186,0.0441,0.0026,0.0175,0.0063,0.0029,"","machine","SWAMP","","false","{A028DF8B-AFEF-4521-9510-4FB1C2EECAC0}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4191,"310CAW176",0.0099,0.2107,0.0441,0.2096,0.0154,0.0019,1e-04,0.0349,0.1612,0.1216,0.1906,"","human","SMC","2018-09-05 00:00:00","false","{0BDBDB20-8E67-4739-8374-BEEFDA619127}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4192,"802S03234",9e-04,0.0164,3e-04,0.0159,1e-04,0.0281,2e-04,0.5348,0.0603,0.2977,0.0453,"2017-04-04 15:53:38.217","human","SMC","2018-09-05 00:00:00","true","{F6FB14D3-A38C-40EF-909D-2FEAEE9B4BE3}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4193,"304WDCAH1",0.0209,0.6339,0.0356,0.0655,0.0644,0.035,9e-04,0.0137,0.0397,0.0804,0.01,"","human","SMC","2018-09-05 00:00:00","false","{B027BECF-DB02-41BA-9CA5-2996DCF7F816}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4194,"404S18666",0,0.0019,0.003,0.0046,0,0.0083,0,0.2463,0.0174,0.6302,0.0883,"","human","SMC","2018-09-05 00:00:00","true","{239C93A5-9512-4412-BEDF-82752B8F7223}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4196,"203STW010",0.0169,0.0768,0.1503,0.1222,0.0019,0.0124,0.0029,0.0995,0.4277,0.0228,0.0666,"","human","SMC","2018-09-05 00:00:00","false","{E4504DFB-3E41-4FC5-9E9D-2AB2C7232783}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4197,"412LAR003",0,0.0012,0.0053,0.0042,0,0.0041,0,0.352,0.0679,0.4105,0.1548,"","human","SMC","2018-09-05 00:00:00","true","{F914DC1E-8464-4864-90A8-0BD77F8B981E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4198,"911S02058",0,0,1e-04,0.0051,2e-04,0,0,0.8601,0.025,0.0897,0.0198,"","human","SMC","2018-09-05 00:00:00","true","{91C8F761-1F4C-4EBE-AC02-004CBF826592}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4199,"201MRS020",0.0325,0.0106,0.7117,0.08,0.0042,0.0264,0.0045,0.0366,0.0839,0.0013,0.0083,"","human","SMC","2018-09-05 00:00:00","false","{392E0397-6E19-4FD1-A138-B2D54C103F28}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4200,"635MAR004",0.0677,0.17,3e-04,0.0017,0.0785,0.4645,0.1765,0.0167,0.0139,0.001,0.0092,"","human","SMC","2018-09-05 00:00:00","false","{583D1069-AE0C-480B-81A4-F1FAEA1FF721}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4201,"105PS0211",0.1286,0.1742,0.0295,0.1602,0.1405,0.0522,0.0231,0.11,0.0732,0.101,0.0075,"","human","SMC","2018-09-05 00:00:00","false","{98952B6D-956C-445D-93A9-939691760D09}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4202,"207PS0142",0.0113,0.0496,0.1458,0.311,0.0028,0.0109,0.0016,0.0837,0.1054,0.2084,0.0695,"","machine","SWAMP","","false","{A41DC705-7536-4759-A258-5669C89DF695}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4203,"201RDW120",0.0934,0.0155,0.32,0.1393,0.0917,0.0024,5e-04,0.1798,0.1483,0.0087,4e-04,"","human","SMC","2018-09-05 00:00:00","false","{CC05C100-EC78-4567-8F5F-1AE4ECD4FF1C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4205,"518LSTUPx",0.4308,0.2104,0.1464,0.1391,0.0184,0.0355,0.0028,0.0164,1e-04,1e-04,0,"","human","SMC","2018-09-05 00:00:00","false","{8B272512-E832-4A82-96B4-85B06D0C896B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4207,"412M08608",0,0.0012,0,0.0147,0,0.0017,0,0.091,0.0184,0.776,0.097,"2018-01-11 14:30:43.67","human","SMC","2018-09-05 00:00:00","true","{7002AEE2-E651-4E38-8BCA-49D8646E1AAE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4208,"554CLCALK",0.686,0.0187,0.0024,0.0176,0.1637,0.0342,0.0106,0.0072,0.0545,0.0017,0.0034,"","human","SMC","2018-09-05 00:00:00","false","{F26155B3-B605-47B3-906D-C050A791B19C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4209,"801DRC025",0.0027,0.0763,1e-04,0.0629,0.0017,0.0613,1e-04,0.5535,0.0445,0.1279,0.069,"","machine","SWAMP","","true","{D8480893-F8E8-4C50-AD95-B614D30FBEF7}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4210,"207CE0678",0.0067,0.0897,0.0652,0.3795,0.0025,0.0051,0.0017,0.0673,0.0632,0.2217,0.0974,"","machine","SWAMP","","false","{7069A7CD-30FC-4A58-85A5-94AAED13A2F2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4211,"526PS1420",0.019,0.182,0.0012,0.3503,0.0588,0.0493,0.0047,0.1905,0.0338,0.1095,9e-04,"","machine","SWAMP","","false","{CACD04F5-3E5C-429E-9573-DDE7370FA2E7}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4212,"544CR1003",5e-04,0.0251,0.0138,0.3055,0.0201,7e-04,0,0.1457,0.0161,0.4488,0.0237,"","machine","SWAMP","","false","{1022B37B-1241-4F59-AB02-D00053A41059}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4213,"519PS0134",0.0076,0.0493,0.053,0.2536,0.0011,0.0049,0.002,0.1278,0.0442,0.4086,0.0479,"","human","SMC","2018-09-05 00:00:00","false","{F5D1B33E-DD26-4BB0-B0D0-90FA06ABF75D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4216,"113PS0076",0.116,0.0043,0.375,0.1928,0.0372,8e-04,1e-04,0.24,0.0099,0.0196,0.0043,"","human","SMC","2018-09-05 00:00:00","false","{2222EE9B-C79D-4C81-9152-6428B2E1AC70}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4217,"404S35270",0,0.0015,0,0.0087,0,0.0036,0,0.089,0.0103,0.7889,0.098,"","human","SMC","2018-09-05 00:00:00","true","{2B0D73D6-B23A-4C69-BDB2-A0E0099BBEDB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4218,"206PS0230",0.0052,0.0791,0.0512,0.4053,0.0673,0.0035,0.0034,0.1163,0.0623,0.1575,0.0489,"","machine","SWAMP","","false","{CD977D02-E28E-4AEC-8EFD-6D8F1FA8EF6F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4220,"201RDW060",0.0753,0.0736,0.4676,0.1298,0.0201,0.0126,0.0104,0.033,0.1375,0.0086,0.0315,"","machine","SWAMP","","false","{9438B2AE-5FC9-4B96-B9D8-FDD89B9C8D9C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4221,"304APT",0.0103,0.1427,0.0633,0.2218,0.0515,0.0085,0.0173,0.1281,0.0893,0.1118,0.1554,"","human","SMC","2018-09-05 00:00:00","false","{A6F870E8-CAF5-4C00-8E0A-097E2E30D940}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4223,"203STW030",0.0174,0.0279,0.2027,0.2794,0.0055,0.012,0.0028,0.1005,0.2949,0.025,0.0319,"","machine","SWAMP","","false","{98B0D737-1C26-4E4A-A852-B4E0847C7CD4}",NA,NA,NA,NA,NA,NA,NA,NA,NA
4224,"105WE0756",0.1696,0.1656,0.0019,0.0086,0.1027,0.1704,0.2107,0.0638,0.0651,2e-04,0.0414,"","human","SMC","2018-09-05 00:00:00","false","{7EEDE527-2CB3-4544-9C20-7CD6A1E64D1A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
