"objectid","stationcode","pgroup1","pgroup2","pgroup3","pgroup4","pgroup5","pgroup6","pgroup7","pgroup8","pgroup9","pgroup10","pgroup11","lastupdatedate","processed_by","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_email","login_agency","login_owner","login_year","login_project"
666,"309CAW126",0.0167,0.0244,0.0828,0.7309,0.0094,0.0054,0.0012,0.0117,0.0446,0.0489,0.024,"","human","SMC","2018-09-05 00:00:00","false","{9F9F5D51-D16B-4305-9D5C-052AAA8C1D9F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
669,"206PET265",0.0072,0.0344,0.1591,0.2259,1e-04,0.0081,0.0014,0.1275,0.2283,0.1178,0.0902,"","human","SMC","2018-09-05 00:00:00","false","{619F7069-0B52-4E18-B15E-D09A5E9D272E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
670,"113GAR112",0.1144,0.0059,0.3315,0.2079,0.0377,6e-04,1e-04,0.2637,0.0124,0.0242,0.0016,"","machine","SWAMP","","false","{47EDCB17-08EC-43F4-966D-8E58F4AD886E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
671,"205AAG375",0.1462,0.1331,0.0268,0.0838,0.0575,0.1054,0.1203,0.0436,0.222,0.04,0.0213,"","human","SMC","2018-09-05 00:00:00","false","{89B3BA88-E608-47C5-8BED-8FD68386BE98}",NA,NA,NA,NA,NA,NA,NA,NA,NA
672,"901NP9BWR",0,1e-04,0,1e-04,0,0,0,0.9409,0.0105,0.0468,0.0016,"2017-04-04 15:53:38.23","human","SMC","2018-09-05 00:00:00","true","{DC2FCDF9-D040-43D7-8F79-67DE600B3B40}",NA,NA,NA,NA,NA,NA,NA,NA,NA
674,"508ACSFSA",0.203,0.2345,0.0686,0.1795,0.215,0.0672,0.0077,0.0111,0.0019,0.0115,0,"","human","SMC","2018-09-05 00:00:00","false","{706789CE-D553-47E7-A35F-A2EB1A6B0BE9}",NA,NA,NA,NA,NA,NA,NA,NA,NA
675,"110CE0325",0.1493,0.2604,0.15,0.1341,0.1787,0.0104,0.0015,0.0064,0.0138,0.085,0.0104,"","machine","SWAMP","","false","{4B0D026F-A4CC-4DBE-B1A3-5BAB4C618CF9}",NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"105PS0028",0.0162,0.0925,0.005,0.3285,0.1164,0.021,0.0085,0.1471,0.0173,0.2469,6e-04,"","machine","SWAMP","","false","{A50C9CCA-5E14-4112-92A5-8AE51CA1ED15}",NA,NA,NA,NA,NA,NA,NA,NA,NA
682,"305PAC",7e-04,0.0264,0.019,0.2251,0.0169,1e-04,2e-04,0.2723,0.0279,0.3946,0.0168,"","machine","SWAMP","","false","{5AFFA2E0-C6E0-4A5C-9870-962EE16F292F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
683,"801S02464",0.2438,0.359,0.0023,0.0913,0.0339,0.0688,0.0031,0.0757,0.041,0.0342,0.0469,"","machine","SWAMP","","true","{E086946C-EA91-47E4-BD5A-F51B56227369}",NA,NA,NA,NA,NA,NA,NA,NA,NA
684,"202BUT480",0.0165,0.004,0.257,0.6091,0.003,0.0095,0.0018,0.0135,0.0824,0.0019,0.0013,"","machine","SWAMP","","false","{D4A6CF44-4294-48AA-B8C0-8A1F1E194FC2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
686,"307CE0382",0.0043,0.041,0.0384,0.3163,0.0794,5e-04,0.0079,0.0592,0.0567,0.352,0.0443,"","machine","SWAMP","","false","{BEBC1DC0-B8E9-40E5-B296-358D235E224F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
688,"403CE0156",0,0.0025,2e-04,0.0273,2e-04,2e-04,0,0.1834,0.0019,0.7825,0.0018,"","human","SMC","2018-09-05 00:00:00","true","{5CF3D403-7269-4362-8333-92B33CD939A6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
689,"802RB8107",0,3e-04,0,0.0015,0,2e-04,0,0.865,0.0394,0.0507,0.0429,"2017-04-04 15:53:38.217","human","SMC","2018-09-05 00:00:00","true","{5AC503BB-E210-4A09-A183-C63BE67C70B5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
690,"314WE0785",1e-04,0.0553,0.0024,0.1324,0.0486,0.0023,1e-04,0.2246,0.0841,0.3684,0.0817,"","machine","SWAMP","","false","{1925F04D-0415-4647-B6DA-40DC2D8EE56D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
691,"206PIN825",0.0125,0.0274,0.1577,0.3578,0.0019,0.01,0.0022,0.0996,0.2074,0.0482,0.0753,"","human","SMC","2018-09-05 00:00:00","false","{4C7E6802-DD0D-41D3-B9C0-5B1F5DD487A4}",NA,NA,NA,NA,NA,NA,NA,NA,NA
693,"305CAW161",4e-04,0.0224,0.0129,0.211,0.0142,5e-04,1e-04,0.2224,0.0157,0.4861,0.0143,"","human","SMC","2018-09-05 00:00:00","false","{0F1E52DD-3F09-42F4-B577-45FC5A6DBFCE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
694,"630RBS005",0.07,0.1246,0,0.0331,4e-04,0.0557,0.6528,0.0089,0.054,1e-04,4e-04,"","machine","SWAMP","","false","{29F65A5C-E010-410E-96E6-E61282F54E49}",NA,NA,NA,NA,NA,NA,NA,NA,NA
695,"635PS0146",0.0775,0.4154,0,0.0032,0.0226,0.2354,0.2031,0.0042,0.0179,0.0018,0.0189,"","human","SMC","2018-09-05 00:00:00","false","{E44B42AB-0A4B-49CF-B0B7-908B1DC5224A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
696,"405WE0777",0.0299,0.043,0.0104,0.2477,0.0017,0.0263,9e-04,0.1457,0.2687,0.0601,0.1656,"","machine","SWAMP","","true","{07CCF744-7667-4529-9D52-14407A419099}",NA,NA,NA,NA,NA,NA,NA,NA,NA
697,"508PS0458",0.0025,0.0061,0.0569,0.4893,0.0514,2e-04,7e-04,0.0078,3e-04,0.3845,3e-04,"","machine","SWAMP","","false","{6ACE3B0A-DED5-4048-94FB-85B9E8FBB826}",NA,NA,NA,NA,NA,NA,NA,NA,NA
698,"304CE0532",0.0873,0.0507,0.1639,0.4133,0.0315,0.0064,2e-04,0.0713,0.0098,0.1606,0.005,"","machine","SWAMP","","false","{2632E42F-7839-4D23-BF37-ECF31AE6FD66}",NA,NA,NA,NA,NA,NA,NA,NA,NA
700,"802RB8218",0.0024,0.0431,5e-04,0.0056,0.0163,0.649,0.0024,0.0701,0.0222,0.1504,0.038,"2017-04-04 15:53:38.217","human","SMC","2018-09-05 00:00:00","true","{C8FE78CF-6A51-42E2-BFE9-300B59C33C5B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
704,"205CE0132",0.0099,0.0483,0.0705,0.3105,0.0628,0.0071,0.0075,0.0432,0.032,0.3934,0.0148,"","human","SMC","2018-09-05 00:00:00","false","{DDD8BCEB-53BC-46D8-A7E3-33F0B4D6ED93}",NA,NA,NA,NA,NA,NA,NA,NA,NA
705,"114DLCURx",0.0232,3e-04,0.8139,0.045,0.0292,0.0198,0,0.0628,0.0015,0.0041,2e-04,"","human","SMC","2018-09-05 00:00:00","false","{D91FF181-2D68-4B03-B629-DD142417AB4D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
706,"206HCT020",0.027,0,0.778,0.0685,0.0133,0.0115,1e-04,0.0872,0.0053,0.0089,2e-04,"","human","SMC","2018-09-05 00:00:00","false","{5D4EF70C-A639-41F5-BFAD-D6D1B8361060}",NA,NA,NA,NA,NA,NA,NA,NA,NA
707,"534SRCFFC",0.1245,0.3025,0.0011,0.0043,0.2113,0.0043,0.2734,0.0138,0.0469,0.011,0.0069,"","human","SMC","2018-09-05 00:00:00","false","{FBD9A253-92AF-4493-9FAB-E2304A0AAFA4}",NA,NA,NA,NA,NA,NA,NA,NA,NA
708,"801RB8404",0,0.0012,0,0.0027,0,0.0029,0,0.1337,0.0151,0.8113,0.0331,"2017-04-04 15:53:38.17","human","SMC","2018-09-05 00:00:00","true","{3DA2E4FD-508D-4B99-BFE0-50A1DC4436BB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
709,"201RDW080",0.0921,0.0637,0.4751,0.1204,0.0183,0.0112,0.0097,0.0304,0.1603,0.0072,0.0116,"","human","SMC","2018-09-05 00:00:00","false","{B74AE047-DDDB-4CA9-B598-A23A35D6AAE4}",NA,NA,NA,NA,NA,NA,NA,NA,NA
710,"304SED110",0.1918,0.0196,0.2275,0.2897,0.0154,0.0024,1e-04,0.1855,0.0182,0.0324,0.0174,"","human","SMC","2018-09-05 00:00:00","false","{95B7E6F3-B2FF-41A2-890D-B9E69AAAE562}",NA,NA,NA,NA,NA,NA,NA,NA,NA
711,"905SDGVC2",0,6e-04,1e-04,2e-04,0,1e-04,0,0.3232,0.0666,0.5205,0.0887,"","human","SMC","2018-09-05 00:00:00","true","{2EB45012-FA97-47F2-8DCC-CB5FEA5F0D8F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
713,"106PTCAHC",0.8246,0.0247,0.0355,0.0219,0.0252,0.045,0.0015,0.014,0.0045,0.0012,0.0019,"","human","SMC","2018-09-05 00:00:00","false","{D10FA075-3B62-43D8-8FE7-8774EF86D149}",NA,NA,NA,NA,NA,NA,NA,NA,NA
714,"SMC06216",0,5e-04,1e-04,0.0839,0.0011,5e-04,0,0.3011,0.0013,0.5953,0.0162,"","human","SMC","2018-09-05 00:00:00","false","{3DBFD3F7-7C6A-48F0-B455-4D76856625FA}",NA,NA,NA,NA,NA,NA,NA,NA,NA
715,"206CE0759",0.0034,0.0306,0.1493,0.3937,0.0773,0.0048,0.0014,0.053,0.009,0.2759,0.0016,"","machine","SWAMP","","false","{8B0190FD-A075-411F-8829-BE4FA4EA0D88}",NA,NA,NA,NA,NA,NA,NA,NA,NA
716,"907SDALV3",0,0.0035,0.0012,0.0031,1e-04,4e-04,0,0.3819,0.0384,0.5473,0.0241,"2016-09-12 14:13:34.203","human","SMC","2018-09-05 00:00:00","true","{8292FC9F-0E3D-44A9-B773-F286C1004553}",NA,NA,NA,NA,NA,NA,NA,NA,NA
717,"204SLE170",0.0097,0.0143,0.1306,0.4077,0.0037,0.0155,0.0021,0.0689,0.2734,0.0362,0.0379,"","human","SMC","2018-09-05 00:00:00","false","{1F0BE5CF-8368-4F11-BD63-D505A92FABB9}",NA,NA,NA,NA,NA,NA,NA,NA,NA
718,"519PS0402",0.0078,0.05,0.0385,0.3303,0.002,0.0042,0.0028,0.0948,0.03,0.397,0.0426,"","human","SMC","2018-09-05 00:00:00","false","{F9299E1B-7BFD-4D71-8179-A653FB5E644F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
719,"517PS0030",0.185,0.3792,0.0022,0.0051,0.0209,0.0203,0.3114,0.0605,0.0153,0,1e-04,"","human","SMC","2018-09-05 00:00:00","false","{8A2329E3-B1F2-40A7-BF42-B3B90C26E980}",NA,NA,NA,NA,NA,NA,NA,NA,NA
722,"719WWRPUS",0,0.0039,0,0.0301,2e-04,0.0081,0,0.3745,0.0595,0.4274,0.0963,"","human","SMC","2018-09-05 00:00:00","false","{BB4D8CDD-66EA-47A1-91B0-198FD51E4D5A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
723,"632PLV001",0.0124,0.442,2e-04,0.0614,0.0753,0.0338,0.2663,0.0032,0.0831,0.0211,0.0012,"","human","SMC","2018-09-05 00:00:00","false","{68EBC19A-B7E3-49A7-BDBE-D61FFCE2F2CE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
724,"113GAR110",0.0963,0.0121,0.3652,0.051,0.1975,0.0025,3e-04,0.1342,0.0987,0.0413,9e-04,"","machine","SWAMP","","false","{DBCECBA4-A8C9-49EF-B3A2-298B59CD7ED6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
725,"514LNCASC",0.0979,0.0647,0,0.0018,8e-04,0.0073,0.1674,0.0132,0.6469,0,0,"","human","SMC","2018-09-05 00:00:00","false","{53A49586-729A-4DFC-A5D1-BEDADDFCC6FB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
727,"107RWCBHW",0.1408,0.0842,0.1269,0.3361,0.2429,8e-04,0.0011,0.0022,0.0011,0.0615,0.0024,"","human","SMC","2018-09-05 00:00:00","false","{49F45D32-8EE7-47EE-AC53-918CD441BA3B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
728,"526HTC129",0.0206,0.1444,0.0107,0.2425,0.2412,0.017,0.0222,0.1267,0.0149,0.1577,0.0021,"","human","SMC","2018-09-05 00:00:00","false","{CAB659A0-AFD1-41A1-9679-40F65F684DBA}",NA,NA,NA,NA,NA,NA,NA,NA,NA
730,"202PS0134",0.0355,0.1491,0.1038,0.2176,0.0876,0.0113,0.0325,0.0823,0.0779,0.1299,0.0725,"","machine","SWAMP","","false","{898B4A96-C46A-4196-8A3A-A875FDCF6196}",NA,NA,NA,NA,NA,NA,NA,NA,NA
734,"305PS0057",3e-04,0.0294,0.0166,0.2261,0.0266,1e-04,0,0.225,0.0158,0.4431,0.017,"","human","SMC","2018-09-05 00:00:00","false","{2343EFEC-AA43-40FE-BBA7-9BE0975F8E3F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
735,"635PS0118",0.0152,0.4462,0.0015,0.1359,0.0674,0.029,0.1768,0.0189,0.0192,0.0876,0.0023,"","human","SMC","2018-09-05 00:00:00","false","{3AC22D84-5130-4E9C-8BA2-9F48741AFF5C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
737,"537TYCAML",0.0292,0.8199,0.0019,0.0384,0.0836,0.0147,0.0034,0.0029,0.0055,5e-04,0,"","human","SMC","2018-09-05 00:00:00","false","{05F8EE3E-8F1B-4805-948D-B97BF50ED75D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
738,"111WER077",0.1948,0.0968,0.5469,0.0771,0.0294,0.0024,2e-04,0.0128,0.0149,0.0187,0.006,"","machine","SWAMP","","false","{0106AE1A-B29E-4DFF-8408-B4198E89042D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
739,"903ACPCT1",2e-04,3e-04,0,0.0013,0,2e-04,0,0.7327,0.0451,0.1075,0.1127,"","machine","SWAMP","","true","{E3B53EF7-9FC3-4482-B4F2-EA4E86FF40F3}",NA,NA,NA,NA,NA,NA,NA,NA,NA
743,"408PS0032",2e-04,0.0203,0.0037,0.0625,0.0081,0.0055,1e-04,0.3168,0.06,0.4477,0.0751,"","human","SMC","2018-09-05 00:00:00","true","{12E91C24-A5A4-4FDF-B71F-773CFF32A947}",NA,NA,NA,NA,NA,NA,NA,NA,NA
745,"801BRC184",4e-04,0.0424,0.0038,0.0236,0.0321,0.0227,0.0015,0.5893,0.0421,0.172,0.0701,"","human","SMC","2018-09-05 00:00:00","true","{2076CC41-DCBD-443A-A6E1-D7544A63EB3E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
746,"206CE0495",0.0279,0.0411,0.2233,0.3123,0.0045,0.0051,0.0025,0.0763,0.0719,0.2225,0.0126,"","human","SMC","2018-09-05 00:00:00","false","{41DD9AE7-835C-446F-9D44-2B68340EE9BE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
747,"536CE0106",0.2012,0.1119,9e-04,0.6529,0.0067,0.0175,5e-04,0.0038,0.004,1e-04,5e-04,"","machine","SWAMP","","false","{E864C653-3AAF-4F5A-9116-EECC21BD289F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
748,"110CE0485",0.311,0.1944,0.0891,0.1031,0.0848,0.1119,0.0149,0.0118,0.0255,0.0239,0.0296,"","machine","SWAMP","","false","{D6A36110-BBAF-4D62-8141-1BFD139DB76E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
749,"113GAR010",0.0435,0.0121,0.5428,0.1397,0.0483,0.0231,3e-04,0.1451,0.0408,0.0042,1e-04,"","machine","SWAMP","","false","{96FD0171-C82E-4D9D-8000-1FF7F7D7AE82}",NA,NA,NA,NA,NA,NA,NA,NA,NA
750,"520FC1087",4e-04,0.0094,0.0105,0.2153,0.0052,0,2e-04,0.1196,0.0138,0.6157,0.0099,"","human","SMC","2018-09-05 00:00:00","false","{45ECEC00-6DFA-45B5-9D21-326B835710F8}",NA,NA,NA,NA,NA,NA,NA,NA,NA
751,"506PS0003",0.1105,0.002,0.3265,0.5021,0.0046,0.0175,0,0.0302,3e-04,0.0053,0.001,"","human","SMC","2018-09-05 00:00:00","false","{6F9D3B4F-FF44-40D3-83A4-E13E18C49443}",NA,NA,NA,NA,NA,NA,NA,NA,NA
752,"509PS0085",0.0554,0.1325,0.0086,0.0347,0.7227,0.0329,0.0049,0.0044,1e-04,0.0035,3e-04,"","human","SMC","2018-09-05 00:00:00","false","{42FC8B86-2666-41C0-B8D5-7DFA1BFC48EA}",NA,NA,NA,NA,NA,NA,NA,NA,NA
753,"202SGR010",0.0195,0.0895,0.0895,0.2002,0.1331,0.0027,0.0456,0.1425,0.0678,0.147,0.0626,"","human","SMC","2018-09-05 00:00:00","false","{C9CF17E9-DA4D-4716-8844-B33CF5F789CC}",NA,NA,NA,NA,NA,NA,NA,NA,NA
754,"405SGB041",1e-04,0.0017,0.0024,0.0059,0,0.0101,0,0.2634,0.0209,0.5945,0.101,"","human","SMC","2018-09-05 00:00:00","true","{24796608-DD88-4593-8197-20F322918230}",NA,NA,NA,NA,NA,NA,NA,NA,NA
757,"905DGCC1x",0,1e-04,0,6e-04,0,1e-04,0,0.3777,0.1075,0.2416,0.2724,"","human","SMC","2018-09-05 00:00:00","true","{DED41154-C406-4FD1-A068-C321804EDED1}",NA,NA,NA,NA,NA,NA,NA,NA,NA
764,"719NP7TWP",7e-04,0.0065,0,0.0206,0,0.0389,0,0.3982,0.1105,0.2485,0.1761,"","machine","SWAMP","","false","{DD30EEF9-F71B-4B76-AEFA-13D057B4FEFA}",NA,NA,NA,NA,NA,NA,NA,NA,NA
765,"106WE0581",0.5802,0.1518,0.0935,0.0634,0.0275,0.0461,0.002,0.0351,0,4e-04,0,"","machine","SWAMP","","false","{9623896F-2C2B-445C-8A4A-4D7A502518AA}",NA,NA,NA,NA,NA,NA,NA,NA,NA
766,"205COY140",0.011,0.0737,0.045,0.4694,0.0317,0.0211,0.0016,0.099,0.0605,0.1477,0.0393,"","human","SMC","2018-09-05 00:00:00","false","{992E5707-4994-4E89-B381-175524DBD545}",NA,NA,NA,NA,NA,NA,NA,NA,NA
767,"845PS0011",0,0.0081,0.0013,0.0015,1e-04,0.0052,0,0.1012,0.0249,0.8284,0.0293,"","machine","SWAMP","","true","{A8B6C03E-8B9C-4E03-AE98-512D3572B929}",NA,NA,NA,NA,NA,NA,NA,NA,NA
768,"412LAR016",0,0.0018,0.003,0.0041,0,0.0083,0,0.2433,0.0257,0.6217,0.0921,"","human","SMC","2018-09-05 00:00:00","true","{70033EDA-17DE-4B74-9CEB-22F6C0447265}",NA,NA,NA,NA,NA,NA,NA,NA,NA
770,"801MIC034",0.0466,0.245,0,0.0106,0.021,0.0457,0.0098,0.3078,0.0684,0.1848,0.0603,"","human","SMC","2018-09-05 00:00:00","true","{06F4E339-01F0-47D2-8C52-52EE15D08294}",NA,NA,NA,NA,NA,NA,NA,NA,NA
772,"113GAR038",0.0327,0.0103,0.6203,0.1123,0.0441,0.0163,3e-04,0.1358,0.0258,0.0021,0,"","human","SMC","2018-09-05 00:00:00","false","{D512E30F-5E35-466E-8E0A-3D813401C9E1}",NA,NA,NA,NA,NA,NA,NA,NA,NA
773,"624SCN001",0.0276,0.1103,0.0106,0.133,0.014,0.0116,0.002,0.2071,0.1586,0.2193,0.1059,"","human","SMC","2018-09-05 00:00:00","false","{F3211273-0EE3-474B-B819-7131B2077FF6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
776,"403BA0136",1e-04,0,0,0.0427,0,0,0,0.1798,0.0288,0.732,0.0166,"","machine","SWAMP","","true","{8F1E807C-8C28-4E2B-926F-FA6CBE315368}",NA,NA,NA,NA,NA,NA,NA,NA,NA
777,"SMC05902",5e-04,0.0521,0.0102,0.0343,3e-04,0.0119,0,0.1924,0.1021,0.4775,0.1187,"","human","SMC","2018-09-05 00:00:00","false","{B3799259-8D30-4818-B1EA-A73AF6FBC6B1}",NA,NA,NA,NA,NA,NA,NA,NA,NA
778,"526PSCBBL",0.0611,0.0863,0,0.0422,0.0146,0.6217,0.0746,0.0102,0.0515,0.0091,0.0287,"","human","SMC","2018-09-05 00:00:00","false","{1B8A765C-0CB9-494C-B09E-AE46B82C7F13}",NA,NA,NA,NA,NA,NA,NA,NA,NA
779,"308PS0156",0.3194,0.0118,0.3422,0.149,0.0494,0.0032,0.0015,0.0552,0.0581,0.0045,0.0057,"","human","SMC","2018-09-05 00:00:00","false","{47588EC8-8D2A-448C-9747-4B5E87451019}",NA,NA,NA,NA,NA,NA,NA,NA,NA
780,"519FCA004",2e-04,0.0254,0.0144,0.319,0.0083,2e-04,9e-04,0.1056,0.016,0.493,0.017,"","machine","SWAMP","","false","{4914D9B1-0F8A-4A4C-81C8-1A81BB34681F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
782,"801CYC398",0,0.0014,0.0015,0.0057,0,0.0091,0,0.3976,0.0433,0.4238,0.1176,"","human","SMC","2018-09-05 00:00:00","true","{BC14DD4F-4177-4204-B257-479C8059A22E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
784,"519PGCASB",0.0072,0.0503,0.0405,0.3264,0.0016,0.0046,0.0029,0.0956,0.0304,0.3979,0.0426,"","human","SMC","2018-09-05 00:00:00","false","{5F1494B2-16D5-45EF-883B-0D257F93B2E8}",NA,NA,NA,NA,NA,NA,NA,NA,NA
785,"531PS0169",2e-04,0.0267,0.0125,0.3124,0.0201,7e-04,0,0.1293,0.0193,0.4598,0.019,"","machine","SWAMP","","false","{AA88CB0F-8A31-4AA4-BA40-B33F4D64B33F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
787,"508SCCO44",0.0022,0.0036,0.0308,0.3436,0.0352,0,0.0073,0.0096,5e-04,0.5669,3e-04,"","human","SMC","2018-09-05 00:00:00","false","{50E8944C-7E80-4285-A135-45044EC8BB11}",NA,NA,NA,NA,NA,NA,NA,NA,NA
788,"522WE0767",0.1235,0.0597,0.1697,0.3465,0.0432,0.0292,0.0039,0.0292,0.0724,0.0948,0.0279,"","human","SMC","2018-09-05 00:00:00","false","{629A0E01-BE91-4555-85A9-80178E4EE40B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
791,"408BA0660",0,0.0028,2e-04,0.0412,0.0022,7e-04,0,0.3666,0.0322,0.544,0.0101,"","machine","SWAMP","","true","{FDFF2A54-C1D1-4127-A0A5-349278BA3EF5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
792,"526PS1144",0.0177,0.2417,1e-04,0.2772,0.0288,0.1407,0.0739,0.0128,0.0212,0.174,0.0119,"","human","SMC","2018-09-05 00:00:00","false","{1A6FE4E0-7C95-4ECD-957D-ABF7D2D78F06}",NA,NA,NA,NA,NA,NA,NA,NA,NA
794,"514RCRUPx",0.1595,0.2758,0.0102,0.0586,0.3467,0.0282,0.0497,0.0358,0.005,0.0301,4e-04,"","human","SMC","2018-09-05 00:00:00","false","{F32DF400-031E-4D3F-88D8-587DACEB4CA8}",NA,NA,NA,NA,NA,NA,NA,NA,NA
795,"526CE0061",0.0057,0.0105,6e-04,6e-04,5e-04,0.9039,0.0532,0.0038,0.0191,0,0.0021,"","human","SMC","2018-09-05 00:00:00","false","{EACC0A22-CC27-43D2-B63D-04B5E7553AA8}",NA,NA,NA,NA,NA,NA,NA,NA,NA
796,"314SYC",0,0.0011,2e-04,0.0872,0.0073,0,0,0.2968,0.0063,0.5906,0.0105,"","human","SMC","2018-09-05 00:00:00","false","{16C4C586-D5AB-4A81-BA4A-0415C7FD2FE5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
800,"505PS0156",0.0569,0.2379,0.0512,0.2995,0.3283,0.0058,0.0138,0.0011,2e-04,0.0053,0,"","human","SMC","2018-09-05 00:00:00","false","{94EFF183-7B06-40CE-B8A7-5B6755222DDF}",NA,NA,NA,NA,NA,NA,NA,NA,NA
802,"SMC00766",0,0.0047,0.003,0.0087,1e-04,4e-04,0,0.4013,0.0164,0.5495,0.0159,"","human","SMC","2018-09-05 00:00:00","false","{4B27F98E-D218-44E3-9A6D-E024157405E7}",NA,NA,NA,NA,NA,NA,NA,NA,NA
805,"404M07357",1e-04,0.0018,2e-04,0.019,0,0.002,0,0.1626,0.0053,0.7303,0.0787,"2018-01-11 14:30:43.67","human","SMC","2018-09-05 00:00:00","true","{C515211C-DA71-4AC4-8EF2-8967C9474987}",NA,NA,NA,NA,NA,NA,NA,NA,NA
806,"114PS0149",0.047,0.0655,0.2634,0.346,0.0191,0.0107,8e-04,0.0714,0.0307,0.1272,0.0182,"","machine","SWAMP","","false","{64EFE3D4-5196-4AC3-B658-62B7DFA1E678}",NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"520WE1103",7e-04,0.0134,0.0087,0.2914,0.0196,3e-04,0,0.0954,0.0132,0.5432,0.0141,"","machine","SWAMP","","false","{3A91CF72-6174-4FE1-8B75-FE001A9802A7}",NA,NA,NA,NA,NA,NA,NA,NA,NA
808,"604WER244",0.0176,0.0194,0,0.0031,0,0.0659,0.1708,0.0015,0.7217,0,0,"","machine","SWAMP","","false","{2B065601-2741-4F6F-B00D-4F4A15897C68}",NA,NA,NA,NA,NA,NA,NA,NA,NA
810,"801WCC247",3e-04,0.0074,0.0015,0.0354,3e-04,0.0015,0,0.5039,0.0147,0.0325,0.4025,"","human","SMC","2018-09-05 00:00:00","true","{9B2E14D9-F0E7-415C-B9CD-711CDD3F97E3}",NA,NA,NA,NA,NA,NA,NA,NA,NA
811,"533SPIUSA",0.3852,0.2205,0.0141,0.0423,0.0117,0.1953,0.0669,0.0519,0.0094,0.0011,0.0016,"","machine","SWAMP","","false","{83E4D33E-0F49-47BF-9848-54496F0FC045}",NA,NA,NA,NA,NA,NA,NA,NA,NA
813,"405BRCAMS",0.001,0.0092,0.012,0.6851,0.0015,0.0016,1e-04,0.0656,0.0506,0.0523,0.121,"","human","SMC","2018-09-05 00:00:00","true","{B416E348-7DDC-40C9-997A-1822F3B7AC54}",NA,NA,NA,NA,NA,NA,NA,NA,NA
815,"539CE0110",0.2893,0.0874,0.1654,0.1635,0.0166,0.1417,0.0257,0.0231,0.0211,0.0484,0.0178,"","machine","SWAMP","","false","{65F63A02-4BB4-4EAB-A0CC-551533E44329}",NA,NA,NA,NA,NA,NA,NA,NA,NA
816,"403BA0015",6e-04,3e-04,4e-04,0.0145,1e-04,8e-04,0,0.8449,0.1123,0.0148,0.0113,"","machine","SWAMP","","true","{650E0E3D-8714-4864-BE5A-6D1A5C0E12CE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
818,"634CE0482",0.0208,0.0086,1e-04,0,1e-04,0.0394,0.9058,0.0158,0.0092,0,2e-04,"","machine","SWAMP","","false","{2B32716D-5D45-48FB-93C1-EC4AF45D1330}",NA,NA,NA,NA,NA,NA,NA,NA,NA
819,"635PS0118",0.0152,0.4462,0.0015,0.1356,0.0676,0.029,0.1768,0.0189,0.0192,0.0877,0.0023,"","machine","SWAMP","","false","{DA373386-D124-4C76-A810-5C86249ED16F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
821,"540PS0008",0.0931,0.4343,8e-04,0.0125,0.1981,0.0024,0.1022,0.0284,0.127,0.001,2e-04,"","machine","SWAMP","","false","{61AC6079-8137-4894-9635-4508FB120B3B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
